gene_id,gene_name,log(velocity_gamma)
ENSMUSG00000041773,Enc1,-4.943968866682953
ENSMUSG00000048603,Gm9828,0.9233716032286976
ENSMUSG00000021643,Serf1,-3.3889984718476773
ENSMUSG00000021701,Plk2,-0.8246446886448842
ENSMUSG00000047789,Slc38a9,-0.11323851017290285
ENSMUSG00000042426,Dhx29,-0.9935489261559064
ENSMUSG00000062822,4833420G17Rik,-1.9279488139368304
ENSMUSG00000093930,Hmgcs1,-2.928765022919092
ENSMUSG00000045410,Akr1e1,-1.885606190410524
ENSMUSG00000021196,Pfkp,-3.0631961787915007
ENSMUSG00000021149,Gtpbp4,-1.171969290562903
ENSMUSG00000039233,Tbce,-1.4083674696088466
ENSMUSG00000021302,Ggps1,0.9092761873799377
ENSMUSG00000041297,Cdk13,-1.4104145275888118
ENSMUSG00000008859,Rala,-1.6747170811166956
ENSMUSG00000006717,Acot13,-2.2924096389681488
ENSMUSG00000048978,Nrsn1,-4.797508442837601
ENSMUSG00000038372,Gmds,-0.3964862291596585
ENSMUSG00000039114,Nrn1,-3.761093135416156
ENSMUSG00000021368,Tbc1d7,-2.2245171276875517
ENSMUSG00000021371,Mcur1,-1.5740715407978794
ENSMUSG00000057531,Dtnbp1,-3.5901559789629203
ENSMUSG00000046876,Atxn1,0.2736849430938299
ENSMUSG00000021377,Dek,-1.9749600202242488
ENSMUSG00000038014,Fam120a,-1.0427316641867104
ENSMUSG00000021468,Sptlc1,-0.7756062369206516
ENSMUSG00000034789,Rab24,-2.4678018937701145
ENSMUSG00000034675,Dbn1,-2.411679392778602
ENSMUSG00000021494,Ddx41,-1.3920062429020157
ENSMUSG00000021508,Cxcl14,-4.177529255767651
ENSMUSG00000021552,Gkap1,-2.027082211710183
ENSMUSG00000044258,Ctla2a,-3.81770786596685
ENSMUSG00000021520,Uqcrb,-2.6823494139638
ENSMUSG00000021589,Rhobtb3,-0.3417078968011432
ENSMUSG00000098087,Gm17750,-1.6944063775898484
ENSMUSG00000021619,Atg10,-1.0808868171671295
ENSMUSG00000021708,Rasgrf2,-2.892596430646561
ENSMUSG00000014850,Msh3,0.0071194961356012875
ENSMUSG00000021687,Scamp1,-3.152789509994093
ENSMUSG00000021676,Iqgap2,0.08064821662367798
ENSMUSG00000021665,Hexb,-3.598727281258149
ENSMUSG00000021662,Arhgef28,-1.4188365612705731
ENSMUSG00000021660,Btf3,-4.603507868403867
ENSMUSG00000041685,Fcho2,0.17587054368055716
ENSMUSG00000052727,Map1b,-0.8383729726128701
ENSMUSG00000021646,Mccc2,-0.8866276874931956
ENSMUSG00000021639,Gtf2h2,-1.1711741428323288
ENSMUSG00000041417,Pik3r1,-2.310693326051644
ENSMUSG00000034751,Mast4,-0.31164722304014186
ENSMUSG00000021719,Rgs7bp,-0.767634224552319
ENSMUSG00000021700,Rab3c,-2.1236587099518824
ENSMUSG00000042364,Snx18,-0.4370867435278343
ENSMUSG00000021764,Ndufs4,-0.424550684546768
ENSMUSG00000021765,Fst,-2.0099516737160963
ENSMUSG00000025278,Flnb,-0.8719286428890944
ENSMUSG00000025277,Abhd6,-1.2784607460948674
ENSMUSG00000021745,Ptprg,-4.054544747549707
ENSMUSG00000056296,Synpr,-1.2085036196522596
ENSMUSG00000021733,Slc4a7,-0.7248190405363437
ENSMUSG00000021809,Nudt13,-0.8234085882745832
ENSMUSG00000084925,1810062O18Rik,-0.5991215709172468
ENSMUSG00000063787,Chchd1,-2.27542080580223
ENSMUSG00000039197,Adk,-0.733875429474457
ENSMUSG00000021771,Vdac2,-4.470281664679437
ENSMUSG00000025290,Rps24,-2.373126555786941
ENSMUSG00000040818,Dennd6a,-0.7256538847981185
ENSMUSG00000040640,Erc2,0.23582425032737575
ENSMUSG00000015971,Actr8,-1.5143996332277567
ENSMUSG00000021901,Bap1,-2.3931456700402727
ENSMUSG00000021794,Glud1,-1.131841990223566
ENSMUSG00000021832,Psmc6,-2.574366257614162
ENSMUSG00000053205,Styx,-1.697845554657598
ENSMUSG00000115338,Pnp,0.621333459214403
ENSMUSG00000000959,Oxa1l,-1.0591794249434294
ENSMUSG00000010406,Mrpl52,-0.4091281588944253
ENSMUSG00000022175,Lrp10,-0.9652521419553312
ENSMUSG00000040759,Cmtm5,-2.6094065743199724
ENSMUSG00000022210,Dhrs4,-1.1110663596643944
ENSMUSG00000022212,Cpne6,-1.3726228042088575
ENSMUSG00000002325,Irf9,0.5958179388212025
ENSMUSG00000034532,Fbxo16,0.24449008421375876
ENSMUSG00000022037,Clu,-2.131537347467222
ENSMUSG00000022044,Stmn4,-2.5325012139720235
ENSMUSG00000022055,Nefl,-4.2615215471644685
ENSMUSG00000014813,Stc1,-2.0275423109088204
ENSMUSG00000022109,Med4,-1.3903406965044132
ENSMUSG00000022000,Zc3h13,-1.8258885364386053
ENSMUSG00000060126,Tpt1,-3.532773065076102
ENSMUSG00000022010,Tsc22d1,-6.529195220766481
ENSMUSG00000058997,Vwa8,-0.1338466994713594
ENSMUSG00000035566,Pcdh17,-1.5172704384879574
ENSMUSG00000022111,Uchl3,-2.2521814692460804
ENSMUSG00000033060,Lmo7,-1.6808116874523356
ENSMUSG00000022112,Gpc5,0.08814273676074362
ENSMUSG00000022136,Dnajc3,-1.6296175587930357
ENSMUSG00000022139,Mbnl2,-0.36902894128502006
ENSMUSG00000051615,Rap2a,-2.1317503409917005
ENSMUSG00000025545,Clybl,0.5870247080200225
ENSMUSG00000012405,Rpl15,-5.045716921097358
ENSMUSG00000021815,Mss51,0.4296742867900213
ENSMUSG00000021773,Comtd1,-2.2188776011605937
ENSMUSG00000040760,Appl1,-1.9865297994651852
ENSMUSG00000042354,Gnl3,-0.8539440642183629
ENSMUSG00000021936,Mapk8,-1.1820064085549875
ENSMUSG00000037824,Tspan14,-1.6210679802558408
ENSMUSG00000037712,Fermt2,-2.3310156996875877
ENSMUSG00000015759,Cnih1,-2.59867158383765
ENSMUSG00000035726,Supt16,-0.2112828681287464
ENSMUSG00000022160,Mettl3,-1.4101977852014498
ENSMUSG00000022193,Psmb5,-3.0692283406521113
ENSMUSG00000040123,Zmym5,-0.9787550057507564
ENSMUSG00000021969,Zdhhc20,-0.7900960623031799
ENSMUSG00000021982,Cdadc1,-1.7298721343811436
ENSMUSG00000060548,Tnfrsf19,-0.17267087479141546
ENSMUSG00000021273,Fdft1,0.011701766490979496
ENSMUSG00000054733,Msra,-0.6202121960873666
ENSMUSG00000021978,Extl3,-1.0166278304897949
ENSMUSG00000022052,Ppp2r2a,-2.544674106575365
ENSMUSG00000022108,Itm2b,-3.969074530863217
ENSMUSG00000085829,Gm4285,0.2832597333087865
ENSMUSG00000052584,Serp2,-3.5071409005666863
ENSMUSG00000022013,Dnajc15,-1.6102640535947534
ENSMUSG00000022018,Rgcc,-8.042302274440924
ENSMUSG00000022023,Wbp4,-2.0295498891334267
ENSMUSG00000055421,Pcdh9,1.768414295517379
ENSMUSG00000033004,Mycbp2,-1.68479851495561
ENSMUSG00000022119,Rbm26,-0.6839060119940107
ENSMUSG00000063410,Stk24,-0.03103849895295645
ENSMUSG00000000197,Nalcn,-0.6087553532633309
ENSMUSG00000025551,Fgf14,2.5635283483060896
ENSMUSG00000022186,Oxct1,-2.5476816708063708
ENSMUSG00000050310,Rictor,-0.3560168747994472
ENSMUSG00000022201,Zfr,-2.5179680854944313
ENSMUSG00000025370,Cdh9,0.8666662757799788
ENSMUSG00000022272,Myo10,-2.5256452227879267
ENSMUSG00000022240,Ctnnd2,0.22299113970014975
ENSMUSG00000022261,Sdc2,-1.9045380978439812
ENSMUSG00000022255,Mtdh,-1.3617799497722711
ENSMUSG00000022324,Matn2,-2.031672851418238
ENSMUSG00000037646,Vps13b,-0.2076539618078575
ENSMUSG00000022295,Atp6v1c1,-3.609163692189029
ENSMUSG00000037386,Rims2,-0.034988728645352206
ENSMUSG00000022307,Oxr1,-2.834295918828885
ENSMUSG00000022354,Ndufb9,-2.645479849916061
ENSMUSG00000059586,Nsmce2,0.0005639409554036277
ENSMUSG00000015002,Efr3a,-2.021066752369018
ENSMUSG00000022587,Ly6e,-1.1840401201280448
ENSMUSG00000022551,Cyc1,-2.7930214641765003
ENSMUSG00000022558,Mroh1,-0.5015388793742589
ENSMUSG00000022550,Adck5,-0.8973105750670606
ENSMUSG00000063236,1110038F14Rik,-2.2639404110995343
ENSMUSG00000068220,Lgals1,-2.1218528484880537
ENSMUSG00000047888,Tnrc6b,-0.2805444063053452
ENSMUSG00000042303,Sgsm3,-1.8348097570508373
ENSMUSG00000022437,Samm50,-2.030949707720722
ENSMUSG00000016541,Atxn10,-3.3649132934819845
ENSMUSG00000051864,Tbc1d22a,0.012131317109283873
ENSMUSG00000036561,Ppp6r2,-1.7457183946307488
ENSMUSG00000055022,Cntn1,-3.4796842502812044
ENSMUSG00000036218,Pdzrn4,0.2514881798518943
ENSMUSG00000064210,Ano6,0.9185861753268704
ENSMUSG00000081534,Slc48a1,-5.355113775331488
ENSMUSG00000003354,Ccdc65,0.02210047541595829
ENSMUSG00000097587,4930578M01Rik,0.009907854703544513
ENSMUSG00000023019,Gpd1,-0.9361612749765608
ENSMUSG00000023026,Dip2b,0.0053759237923187405
ENSMUSG00000054619,Mettl7a1,-1.2286414213708696
ENSMUSG00000037353,Letmd1,-0.8960270344165719
ENSMUSG00000000346,Dazap2,-1.0396441816444388
ENSMUSG00000023032,Slc4a8,-0.8593043675560992
ENSMUSG00000023033,Scn8a,-2.928758532472901
ENSMUSG00000000531,Grasp,-1.2489661256344469
ENSMUSG00000046434,Hnrnpa1,-5.017058579294175
ENSMUSG00000005360,Slc1a3,-1.6970492693757109
ENSMUSG00000044224,Dnajc21,-2.176373235427606
ENSMUSG00000022197,Pdzd2,0.6242047363729447
ENSMUSG00000022195,6030458C11Rik,-1.143335853173743
ENSMUSG00000045763,Basp1,-1.7317548795918511
ENSMUSG00000022234,Cct5,-2.8652223559913828
ENSMUSG00000048307,Ankrd46,-2.600925228015348
ENSMUSG00000037465,Klf10,0.28947032257900684
ENSMUSG00000022340,Sybu,-0.5049181738255248
ENSMUSG00000022311,Csmd3,0.6704819027868855
ENSMUSG00000022314,Rad21,-1.6866085235284785
ENSMUSG00000058656,Samd12,1.170499740146719
ENSMUSG00000022425,Enpp2,-1.8222787816118104
ENSMUSG00000022365,Derl1,-0.8944383929473536
ENSMUSG00000022353,Mtss1,-2.20700713086479
ENSMUSG00000022378,Fam49b,-2.0202397857748102
ENSMUSG00000022377,Asap1,-0.4964947036995697
ENSMUSG00000036800,Fam135b,1.2490855866359452
ENSMUSG00000036698,Ago2,-1.1358383189247072
ENSMUSG00000022607,Ptk2,1.0906908635263914
ENSMUSG00000022594,Lynx1,-2.9835797751931805
ENSMUSG00000022577,Ly6h,-6.723698644972272
ENSMUSG00000055762,Eef1d,-3.2045533824707126
ENSMUSG00000022557,Bop1,-0.37805020431719705
ENSMUSG00000022559,Fbxl6,-2.07447605016314
ENSMUSG00000034022,Cpsf1,-2.796129402558964
ENSMUSG00000019146,Cacng2,-1.7417481652391498
ENSMUSG00000033006,Sox10,-0.2433826113332969
ENSMUSG00000022403,St13,-1.6255418881826589
ENSMUSG00000022476,Polr3h,-3.327139383614261
ENSMUSG00000022450,Ndufa6,-2.481559557556032
ENSMUSG00000054277,Arfgap3,0.5280633763461262
ENSMUSG00000022629,Kif21a,0.4997460311366872
ENSMUSG00000022635,Zcrb1,-2.33508741714874
ENSMUSG00000036158,Prickle1,1.0463274853541409
ENSMUSG00000022454,Nell2,-3.4433450044394247
ENSMUSG00000033228,Scaf11,-1.678006088402676
ENSMUSG00000022462,Slc38a2,0.1293725942984651
ENSMUSG00000023011,Faim2,-1.9416543478377295
ENSMUSG00000023022,Lima1,-1.015325353810508
ENSMUSG00000023044,Csad,-1.0068660065549375
ENSMUSG00000062683,Atp5g2,-2.9756849703110597
ENSMUSG00000023055,Calcoco1,-0.15565010340114416
ENSMUSG00000009575,Cbx5,-1.7025196770010118
ENSMUSG00000022490,Ppp1r1a,-2.4338757522234853
ENSMUSG00000008658,Rbfox1,-0.1744900631511844
ENSMUSG00000022507,1810013L24Rik,0.14275641099722675
ENSMUSG00000022494,Shisa9,-1.3223528931831148
ENSMUSG00000022681,Ntan1,-1.8675523800940828
ENSMUSG00000063358,Mapk1,-3.5372506028536166
ENSMUSG00000022773,Ypel1,-1.7271142350345243
ENSMUSG00000055692,Tmem191c,-1.9794119702890265
ENSMUSG00000022763,Aifm3,-1.8928525035509836
ENSMUSG00000003531,Dgcr6,-3.1845143506397795
ENSMUSG00000043811,Rtn4r,-1.6292098452013617
ENSMUSG00000062901,Klhl24,-0.03246673668760429
ENSMUSG00000033618,Map3k13,0.8143550115706182
ENSMUSG00000038127,Ccdc50,-2.6010804859007592
ENSMUSG00000038084,Opa1,-2.6616859771476653
ENSMUSG00000022801,Lrch3,-0.4742922361884559
ENSMUSG00000022811,Zfp148,-1.2011697365935712
ENSMUSG00000075254,Heg1,-1.4848888844807049
ENSMUSG00000034243,Golgb1,-2.23821821158573
ENSMUSG00000022816,Fstl1,-1.9460482185864725
ENSMUSG00000022793,B4galt4,-1.705798548774754
ENSMUSG00000061080,Lsamp,1.2996988158420877
ENSMUSG00000022708,Zbtb20,-1.962931707311448
ENSMUSG00000022698,Naa50,-2.1326386260734744
ENSMUSG00000043065,Spice1,-0.8483214307233007
ENSMUSG00000055447,Cd47,-1.691992037745225
ENSMUSG00000022637,Cblb,-0.21276682623146834
ENSMUSG00000022742,Cpox,-2.23548435713388
ENSMUSG00000022867,Usp25,-1.2597964857881718
ENSMUSG00000022762,Ncam2,2.215803689558471
ENSMUSG00000022982,Sod1,-2.1685161073985224
ENSMUSG00000085279,Gm15965,0.9870570698393732
ENSMUSG00000040785,Ttc3,-2.0456253296454783
ENSMUSG00000022540,Rogdi,-3.769875129049903
ENSMUSG00000022680,Pdxdc1,1.0195255017345015
ENSMUSG00000060657,Marf1,-0.7082021398885634
ENSMUSG00000022789,Dnm1l,-2.3258215812482157
ENSMUSG00000022788,Fgd4,-2.8853476140699237
ENSMUSG00000041720,Pi4ka,-0.6685359371336131
ENSMUSG00000060166,Zdhhc8,-2.7488387586814857
ENSMUSG00000005732,Ranbp1,-2.78890950459938
ENSMUSG00000049076,Acap2,0.09373457555524338
ENSMUSG00000022772,Senp5,-0.7380698630870872
ENSMUSG00000022781,Pak2,-0.29381852871268155
ENSMUSG00000035578,Iqcg,-2.334515898211662
ENSMUSG00000061751,Kalrn,1.1007409215208428
ENSMUSG00000002846,Timmdc1,-0.8207114291957306
ENSMUSG00000022799,Arhgap31,0.9930346383271429
ENSMUSG00000047261,Gap43,-4.433815462344088
ENSMUSG00000052459,Atp6v1a,-3.3451244584206803
ENSMUSG00000022696,Sidt1,-1.720676894692221
ENSMUSG00000022661,Cd200,-3.145352073338118
ENSMUSG00000022636,Alcam,-2.314057702425535
ENSMUSG00000022748,Cmss1,0.5847661076086141
ENSMUSG00000064115,Cadm2,-1.4486661859068706
ENSMUSG00000022892,App,-1.6418907037252657
ENSMUSG00000025613,Cct8,-2.9169352891639213
ENSMUSG00000022962,Gart,-0.04105636573304231
ENSMUSG00000022951,Rcan1,-1.0600513508109977
ENSMUSG00000022948,Setd4,-0.3156114791461988
ENSMUSG00000040820,Hlcs,2.341018477054334
ENSMUSG00000050272,Dscam,0.013066065964843422
ENSMUSG00000094724,Rnaset2b,-3.2863526586213143
ENSMUSG00000023868,Pde10a,-1.2289585648799737
ENSMUSG00000097350,4732491K20Rik,-0.15787186151048135
ENSMUSG00000023886,Smoc2,-2.465151905991158
ENSMUSG00000047786,Lix1,-1.3051442545312428
ENSMUSG00000057409,Zfp53,-0.09394602069261104
ENSMUSG00000023904,Hcfc1r1,-3.2435042807666568
ENSMUSG00000039218,Srrm2,0.030342281649149438
ENSMUSG00000043445,Pgp,-2.5190428441625405
ENSMUSG00000071202,Ccdc78,0.8277587520811305
ENSMUSG00000040276,Pacsin1,-2.778327718822473
ENSMUSG00000037805,Rpl10a,-4.306346339268468
ENSMUSG00000023067,Cdkn1a,-1.6303761452862593
ENSMUSG00000052712,BC004004,-1.3824374087327
ENSMUSG00000073423,Zfp414,-0.8209096454928518
ENSMUSG00000007041,Clic1,-3.5696011458239734
ENSMUSG00000007039,Ddah2,-3.987771861557472
ENSMUSG00000019432,Ddx39b,-3.019476428072954
ENSMUSG00000024462,Gabbr1,-1.8899045455570491
ENSMUSG00000042256,Ptchd4,0.7353448044680814
ENSMUSG00000023915,Tnfrsf21,-2.6854680578888988
ENSMUSG00000037089,Slc35b2,-1.1854750476110394
ENSMUSG00000000708,Kat2b,0.8601828765925033
ENSMUSG00000011589,Fsd1,-3.832874866993153
ENSMUSG00000071054,Safb,-2.067635982332738
ENSMUSG00000007603,Dus3l,-2.0266114727354307
ENSMUSG00000000127,Fer,-0.3955187475599077
ENSMUSG00000003279,Dlgap1,-0.4873649892612686
ENSMUSG00000024069,Slc30a6,-0.04013345037119273
ENSMUSG00000024072,Yipf4,-1.7552795663584235
ENSMUSG00000024073,Birc6,-1.2984840167230731
ENSMUSG00000024245,Tmem178,-3.213596733822057
ENSMUSG00000032624,Eml4,-1.2932656910716682
ENSMUSG00000045038,Prkce,-3.3375090343199303
ENSMUSG00000092074,Dynlt1a,-5.0067888511518115
ENSMUSG00000062078,Qk,-0.31036600512443885
ENSMUSG00000037196,Pacrg,-1.1453104830330327
ENSMUSG00000014769,Psmb1,-3.0991600359610523
ENSMUSG00000041319,Thoc6,-0.4362232262415914
ENSMUSG00000024163,Mapk8ip3,-0.21033197120688385
ENSMUSG00000035521,Gnptg,-2.395750450574895
ENSMUSG00000024176,Sox8,-1.5769473924622557
ENSMUSG00000057411,Fam173a,-2.5452634624685038
ENSMUSG00000037326,Capn15,0.3527646486895328
ENSMUSG00000073433,Arhgdig,-4.652463386167418
ENSMUSG00000024194,Cuta,-0.7434453281650846
ENSMUSG00000062753,AI413582,-3.423402071201287
ENSMUSG00000024006,Stk38,-0.8402531957412359
ENSMUSG00000062202,Btbd9,0.8175760834374315
ENSMUSG00000061613,U2af1,-1.937271509776695
ENSMUSG00000024002,Brd4,-0.9920080907038328
ENSMUSG00000002625,Akap8l,-1.123182591488626
ENSMUSG00000003534,Ddr1,-0.4173216954643133
ENSMUSG00000024426,Atat1,0.1642179203950172
ENSMUSG00000024446,Rpp21,-2.2427692687544445
ENSMUSG00000036315,Znrd1,-2.5161834697772525
ENSMUSG00000076439,Mog,-1.702822811780826
ENSMUSG00000061665,Cd2ap,-0.6709060973428665
ENSMUSG00000023932,Cdc5l,-2.1050558038587392
ENSMUSG00000023966,Rsph9,-1.3984665424557858
ENSMUSG00000063576,Klhdc3,-0.8964772467937842
ENSMUSG00000040260,Daam2,0.4287540042420973
ENSMUSG00000023927,Satb1,-1.8740607706051609
ENSMUSG00000003200,Sh3gl1,-0.6091594033779909
ENSMUSG00000001227,Sema6b,-0.8264743654648551
ENSMUSG00000047123,Ticam1,-0.6742824439261365
ENSMUSG00000062591,Tubb4a,-0.6084848888452771
ENSMUSG00000056515,Rab31,-0.7177479123714846
ENSMUSG00000024096,Ralbp1,-2.041657090225999
ENSMUSG00000034647,Ankrd12,-3.0432404877724992
ENSMUSG00000024054,Smchd1,-1.729992046539709
ENSMUSG00000024067,Dpy30,-2.1571138276906447
ENSMUSG00000024097,Srsf7,-1.2962622312018952
ENSMUSG00000024120,Lrpprc,-1.9077129595236724
ENSMUSG00000036438,Calm2,-3.52874767960478
ENSMUSG00000024109,Nrxn1,-0.9065630248097248
ENSMUSG00000024287,Thoc1,0.6681953568772812
ENSMUSG00000024404,Riok3,-0.5373747365034884
ENSMUSG00000024423,Impact,-1.5674189545603847
ENSMUSG00000024317,Rnf138,-0.4960455557508277
ENSMUSG00000024302,Dtna,0.2825500762576666
ENSMUSG00000024276,Zfp397,-0.9186052332672676
ENSMUSG00000024273,2700062C07Rik,-1.802563240357796
ENSMUSG00000041915,Ammecr1l,-1.0012915858657736
ENSMUSG00000024381,Bin1,-4.172478507741726
ENSMUSG00000038299,Wdr36,-3.0456383200886323
ENSMUSG00000038128,Camk4,-2.963321290223555
ENSMUSG00000005871,Apc,-0.7016728409382049
ENSMUSG00000014504,Srp19,-2.4888935268307693
ENSMUSG00000038773,Kdm3b,-0.45668961538791797
ENSMUSG00000038418,Egr1,-1.5512970785490157
ENSMUSG00000091896,Ube2d2a,-1.7900450995997996
ENSMUSG00000043991,Pura,-1.1527003268217215
ENSMUSG00000006850,Tmco6,-0.44015846800884223
ENSMUSG00000024474,Ik,-0.3151380964153511
ENSMUSG00000060450,Rnf14,-4.275915576743385
ENSMUSG00000024425,Ndfip1,0.3314933625726112
ENSMUSG00000024472,Dcp2,-1.7169908296488403
ENSMUSG00000097610,A930012L18Rik,-0.577352253215184
ENSMUSG00000037416,Dmxl1,-1.3967525377048755
ENSMUSG00000073565,Prr16,0.7802304757967292
ENSMUSG00000034484,Snx2,-2.524415007507013
ENSMUSG00000008301,Phax,-2.120012567695321
ENSMUSG00000024617,Camk2a,-1.5565317544106507
ENSMUSG00000024589,Nedd4l,-1.375791826323744
ENSMUSG00000024516,Sec11c,-3.382738686450041
ENSMUSG00000024537,Psmg2,-0.6253448788533484
ENSMUSG00000024542,Cep192,0.20020346814664824
ENSMUSG00000053477,Tcf4,-1.1002941622248543
ENSMUSG00000024561,Mbd1,-0.9327553325852028
ENSMUSG00000036299,BC031181,-2.1729012426766485
ENSMUSG00000025423,Pias2,-2.3061509430874207
ENSMUSG00000056214,Pard6g,-1.526196587334367
ENSMUSG00000006740,Kif5b,-1.7676559862380141
ENSMUSG00000024240,Epc1,-0.6421912680792703
ENSMUSG00000024286,Ccny,-0.5645883506586444
ENSMUSG00000024290,Rock1,-0.16704745013972014
ENSMUSG00000002475,Abhd3,-2.3411742696085143
ENSMUSG00000044252,Osbpl1a,-3.507866786875642
ENSMUSG00000024304,Cdh2,-0.968973333006806
ENSMUSG00000040446,Rprd1a,-1.2497741893487828
ENSMUSG00000024270,Slc39a6,-1.7738784517478503
ENSMUSG00000024268,Celf4,-1.6591936526220519
ENSMUSG00000005873,Reep5,-0.06988237412000378
ENSMUSG00000035984,Nme5,-0.8496866111819852
ENSMUSG00000024350,Dnajc18,-0.6912505802439053
ENSMUSG00000024431,Nr3c1,-2.2212443051143618
ENSMUSG00000024487,Yipf5,-0.7450900121669193
ENSMUSG00000024501,Dpysl3,-2.585495633996283
ENSMUSG00000052026,Slc6a7,-1.2408006333779784
ENSMUSG00000024622,Hmgxb3,0.04317480848145111
ENSMUSG00000033871,Ppargc1b,-2.148237475417442
ENSMUSG00000041891,Lman1,-1.1299191336465124
ENSMUSG00000024533,Spire1,-1.2111998566703992
ENSMUSG00000097835,Gm26910,0.537096989469577
ENSMUSG00000060534,Dcc,1.723499543356544
ENSMUSG00000024556,Me2,-1.0850344363230635
ENSMUSG00000041840,Haus1,-1.8562796865331423
ENSMUSG00000024548,Setbp1,-0.6973883214972106
ENSMUSG00000024566,Atp9b,-1.5432856784068272
ENSMUSG00000073514,Dok6,1.6832797420321763
ENSMUSG00000024829,Mrpl21,-1.650465605192121
ENSMUSG00000024902,Mrpl11,-1.94854149801942
ENSMUSG00000080268,Brms1,-0.4972714809196716
ENSMUSG00000024911,Fibp,-0.6284644510708983
ENSMUSG00000056201,Cfl1,-3.9963224267324864
ENSMUSG00000038274,Fau,-3.7803800635548255
ENSMUSG00000056612,Ppp1r14b,-2.7150267205190453
ENSMUSG00000024968,Rcor2,-1.7667974685356729
ENSMUSG00000071655,Ubxn1,-2.133827275892196
ENSMUSG00000071649,B3gat3,-2.7385223468149467
ENSMUSG00000071644,Eef1g,-3.8470133765292647
ENSMUSG00000024661,Fth1,-5.278525013814443
ENSMUSG00000034820,Cpsf7,-2.1472916092731213
ENSMUSG00000024740,Ddb1,-3.238365470148362
ENSMUSG00000039126,Prune2,-1.8407069487709016
ENSMUSG00000024750,Zfand5,-1.8123817951854075
ENSMUSG00000052387,Trpm3,-0.3807930323140372
ENSMUSG00000033863,Klf9,-2.7198273300353923
ENSMUSG00000052085,Dock8,0.7181904633656463
ENSMUSG00000024921,Smarca2,-1.487295946289309
ENSMUSG00000024780,Cdc37l1,0.7127534160234917
ENSMUSG00000024817,Uhrf2,-0.18059393798709125
ENSMUSG00000024896,Minpp1,-1.3705129846968995
ENSMUSG00000040565,Btaf1,0.15287772710947914
ENSMUSG00000025178,Pi4k2a,-2.217756747083791
ENSMUSG00000042532,Golga7b,-2.9471795280423287
ENSMUSG00000025189,Cnnm1,-2.4573568156284717
ENSMUSG00000025217,Btrc,-2.857620213225128
ENSMUSG00000025066,Sfr1,-2.644301616882669
ENSMUSG00000025026,Add3,-2.486904524210681
ENSMUSG00000025025,Mxi1,-1.4978878168089875
ENSMUSG00000024974,Smc3,-1.6429423188444725
ENSMUSG00000024975,Pdcd4,-0.19986697741893256
ENSMUSG00000025078,Nhlrc2,0.4620705579806033
ENSMUSG00000024907,Gal,-3.596149618718512
ENSMUSG00000060803,Gstp1,-5.243485301003623
ENSMUSG00000054611,Kdm2a,-2.4198745879616737
ENSMUSG00000024873,Cnih2,-5.442463433167058
ENSMUSG00000056917,Sipa1,-4.130340284453404
ENSMUSG00000024941,Scyl1,-1.812449356422912
ENSMUSG00000056629,Fkbp2,-3.014475373147937
ENSMUSG00000047787,Flrt1,-2.303391558099628
ENSMUSG00000035885,Cox8a,-3.7864223846521066
ENSMUSG00000024758,Rtn3,-3.1486780196056063
ENSMUSG00000010095,Slc3a2,-1.9790976522760055
ENSMUSG00000071662,Polr2g,-1.9300336109277298
ENSMUSG00000071658,Gng3,-3.9296886277468737
ENSMUSG00000024642,Tle4,-2.9815603118817773
ENSMUSG00000041491,Cep78,0.814747144690111
ENSMUSG00000036192,Rorb,0.5852735095710926
ENSMUSG00000058624,Gda,-2.9794111309713567
ENSMUSG00000024867,Pip5k1b,-2.187807101296252
ENSMUSG00000040929,Rfx3,-0.5748783073861681
ENSMUSG00000046138,9930021J03Rik,-1.3336433168919617
ENSMUSG00000052920,Prkg1,1.1919697753287242
ENSMUSG00000035783,Acta2,-4.014189903892197
ENSMUSG00000033610,Pank1,-2.7967528984772394
ENSMUSG00000025006,Sorbs1,-0.09202866985232673
ENSMUSG00000025016,Tm9sf3,-4.027546208929735
ENSMUSG00000025020,Slit1,-1.5412255387896954
ENSMUSG00000034321,Exosc1,-2.3108568599242134
ENSMUSG00000025159,Mms19,-1.1806504634625337
ENSMUSG00000049670,Morn4,-0.7526238465298952
ENSMUSG00000042401,Crtac1,-2.2893069391545486
ENSMUSG00000025199,Chuk,-1.6359151101997769
ENSMUSG00000057506,Bloc1s2,-1.6839933693095623
ENSMUSG00000056209,Npm3,-2.411579269073662
ENSMUSG00000036748,Cuedc2,-3.88588772666416
ENSMUSG00000025050,Pcgf6,-0.4056673385553629
ENSMUSG00000084957,Bbip1,-1.4380905187640831
ENSMUSG00000025089,Gfra1,-2.011849138390839
ENSMUSG00000025092,Hspa12a,-2.5975044918260184
ENSMUSG00000087095,Emx2os,1.6294481652334367
ENSMUSG00000040022,Rab11fip2,-0.3167024530016357
ENSMUSG00000026743,Mllt10,-1.022641626684441
ENSMUSG00000045967,Gpr158,0.4628292674477227
ENSMUSG00000026787,Gad2,-2.4119408010375487
ENSMUSG00000036833,Pnpla7,2.6468956013722877
ENSMUSG00000015094,Npdc1,-4.079332449965597
ENSMUSG00000026833,Olfm1,-2.865503576328684
ENSMUSG00000026812,Tsc1,-2.6328925211559686
ENSMUSG00000043535,Setx,-1.1224481184017596
ENSMUSG00000026799,Med27,-0.3747998260082879
ENSMUSG00000069020,Urm1,-2.766221674973057
ENSMUSG00000026790,Odf2,-1.9828493476434108
