gene_id,gene_name,log(fit_beta),log(fit_gamma)
ENSMUSG00000022358,Fbxo32,0.4673189479501954,-1.3269376050927228
ENSMUSG00000062373,Tmem65,0.1353000889388762,-1.4411066373444528
ENSMUSG00000005125,Ndrg1,1.4856773168258126,-1.1754157060273696
ENSMUSG00000018169,Mfng,4.31533792373943,0.4675452129077946
ENSMUSG00000009035,Tmem184b,-1.1371352261014571,-1.1271890167492238
ENSMUSG00000022472,Desi1,0.2880871849140456,-1.2113616580507662
ENSMUSG00000022453,Naga,1.5184601335836618,-1.3488307586207238
ENSMUSG00000041852,Tcf20,-1.6576697495278998,-0.9005788410417587
ENSMUSG00000054277,Arfgap3,-0.460334228556385,-0.8706257489266734
ENSMUSG00000016763,Scube1,-2.560413829987094,-1.2811488924711505
ENSMUSG00000022382,Wnt7b,1.2642726435702147,-1.018111351687571
ENSMUSG00000022629,Kif21a,-0.6615413338971046,-1.2965842736852715
ENSMUSG00000022479,Vdr,0.21110029502988026,-0.7683821143764632
ENSMUSG00000023015,Racgap1,0.6832755615533468,-0.8309950061816388
ENSMUSG00000049382,Krt8,1.578703007451857,-1.7998470519960532
ENSMUSG00000023055,Calcoco1,0.7219883590642125,-1.2469717728975225
ENSMUSG00000022490,Ppp1r1a,0.8921630306569936,-1.2037760329728904
ENSMUSG00000022186,Oxct1,0.054948967439451366,-1.3492080237976292
ENSMUSG00000049148,Plcxd3,-1.9272456543576533,-1.3788955733076922
ENSMUSG00000039676,Capsl,1.5699395411692332,-0.961635724101778
ENSMUSG00000022265,Ank,-0.1771205484867942,-0.06500516006822148
ENSMUSG00000022240,Ctnnd2,-3.4020490040916544,-2.2018499876077766
ENSMUSG00000039168,Dap,2.098561067230894,-0.7443612685940921
ENSMUSG00000022231,Sema5a,-2.0634943447077814,-1.6431132771156178
ENSMUSG00000022315,Slc30a8,1.0271709617262856,0.3586741926203719
ENSMUSG00000024479,Mal2,0.6726638522355184,-0.8461583577833308
ENSMUSG00000022419,Deptor,-0.9363518841449388,-1.6865282816642335
ENSMUSG00000022332,Khdrbs3,-0.7314446078670618,-1.1583418083227042
ENSMUSG00000063704,Mapk15,1.4159281125054568,-1.2305055848640891
ENSMUSG00000049521,Cdc42ep1,0.6996136076534595,-0.6176087449286143
ENSMUSG00000042428,Mgat3,-0.6867817120589338,-1.3121054176587654
ENSMUSG00000022408,Fam83f,0.15919179527472455,-0.6650749208130589
ENSMUSG00000022619,Mapk8ip2,1.0584569457984243,-1.1097047954231472
ENSMUSG00000055022,Cntn1,1.130019775563935,0.812045978782884
ENSMUSG00000036218,Pdzrn4,-1.5405967664335734,-1.324681950770177
ENSMUSG00000064210,Ano6,-2.328825616412728,-1.8431093615947889
ENSMUSG00000000531,Grasp,1.0155666482158874,-0.6817132937601749
ENSMUSG00000023034,Nr4a1,1.22276390815665,-1.1923318481284173
ENSMUSG00000023039,Krt7,3.642755233847456,-0.9644414121028684
ENSMUSG00000023043,Krt18,2.5669403346860133,-0.6239615964100236
ENSMUSG00000022505,Emp2,2.044564539317649,-0.7334800629987045
ENSMUSG00000022500,Litaf,1.5681174630265142,-0.6046150975636421
ENSMUSG00000062203,Gspt1,0.6150023761128807,-0.7434614466745498
ENSMUSG00000022673,Mcm4,1.4937299614993182,-1.0658914700392454
ENSMUSG00000005732,Ranbp1,3.5152835321065106,-1.0057632027147998
ENSMUSG00000043391,2510009E07Rik,-1.076974631369555,-1.8589045440622745
ENSMUSG00000013089,Etv5,-0.6059410873406199,-1.5221187472084066
ENSMUSG00000022881,Rfc4,1.9178762781879208,-0.9289121029350556
ENSMUSG00000022523,Fgf12,-1.819015045363324,-1.2944059464920057
ENSMUSG00000022844,Pdia5,0.53092551539818,-0.5064549176237688
ENSMUSG00000022829,Stxbp5l,-3.934050204473652,-1.5190161646413771
ENSMUSG00000022661,Cd200,2.40385948264615,-0.37977421122830174
ENSMUSG00000053182,Gm609,-2.7903167099173123,-2.2058059097842424
ENSMUSG00000022636,Alcam,-0.525553804958647,-1.00256535227042
ENSMUSG00000022751,Nit2,3.6964776952019887,-0.0373817602843441
ENSMUSG00000022747,St3gal6,-0.10755853361589501,-0.4578971587686997
ENSMUSG00000052504,Epha3,-2.7424206652283996,-1.7222125459304274
ENSMUSG00000022893,Adamts1,1.7637607523743837,-0.407218673252788
ENSMUSG00000054939,Zfp174,0.8843484493993715,-0.5463174817743341
ENSMUSG00000057880,Abat,-0.7232798899478946,-1.2924299072254517
ENSMUSG00000022678,Nde1,0.9772979444824159,-1.004182188306821
ENSMUSG00000068617,Efcab1,1.2560919374578892,-1.4705921898808505
ENSMUSG00000062901,Klhl24,-0.8544186074074529,-1.1556125237583432
ENSMUSG00000003234,Abcf3,1.8103558688901384,-1.079124354820572
ENSMUSG00000046613,Vwa5b2,-0.1839807152730648,-0.8508596316145938
ENSMUSG00000050821,Fam131a,0.4173591378438696,-1.1584677336723987
ENSMUSG00000022528,Hes1,2.4271892755372493,-1.3329829047741653
ENSMUSG00000079620,Muc4,0.3475145139928444,-1.137733584882001
ENSMUSG00000022808,Snx4,0.8303192591904766,-1.0256284075200297
ENSMUSG00000022811,Zfp148,-1.2913601216583714,-1.6260767174069564
ENSMUSG00000075254,Heg1,-1.114402298952056,-1.2101351538302536
ENSMUSG00000022816,Fstl1,-0.16032405141126413,-1.5053973466417931
ENSMUSG00000022708,Zbtb20,-1.9458736151678344,-1.6163365454715752
ENSMUSG00000055447,Cd47,1.7297341352056033,-1.2136970647089351
ENSMUSG00000022883,Robo1,-3.4413113134761293,-2.0673738275884266
ENSMUSG00000022945,Chaf1b,2.1337466859881533,-0.8396103970190142
ENSMUSG00000022941,Ripply3,2.2750552050783748,-0.5925209317744354
ENSMUSG00000040605,Bace2,0.6592937817470762,-1.1282053948935975
ENSMUSG00000052397,Ezr,2.4486131213680493,-1.1445274321439782
ENSMUSG00000048826,Dact2,-0.28749526257596303,-1.240114614957372
ENSMUSG00000014773,Dll1,3.3754082394617693,0.555464316885955
ENSMUSG00000047507,Baiap3,-1.9980464334138581,-1.5437007953824813
ENSMUSG00000062859,Tcp11,-0.8858926187295786,-1.048828259770436
ENSMUSG00000024222,Fkbp5,-1.5611825165141373,-1.508112265478927
ENSMUSG00000085912,Trp53cor1,-0.5842089223822567,-1.1342586292027714
ENSMUSG00000024012,Mtch1,-2.871122029167552,-1.1817620744490835
ENSMUSG00000024039,Cbs,1.3563374318866055,-0.6801347952822578
ENSMUSG00000079553,Kifc1,-0.2447878898335297,-0.911277563525878
ENSMUSG00000101438,Gm19412,1.5582257473266508,-1.0401803140854775
ENSMUSG00000023942,Slc29a1,1.7325536784715259,-0.8917013130047006
ENSMUSG00000032717,Mdfi,1.9784347403696392,-1.0803743356704374
ENSMUSG00000023927,Satb1,-0.3335077910182089,-1.4149081904065353
ENSMUSG00000013236,Ptprs,-1.550169176517923,-1.3347734273167569
ENSMUSG00000039481,Nrtn,3.6869511907103134,-0.0939064580906296
ENSMUSG00000024206,Rfx2,-1.4736884036446865,-1.4784011676199236
ENSMUSG00000034647,Ankrd12,-0.7579142083517907,-1.3568192902907548
ENSMUSG00000052105,Mtcl1,-0.5988198297452388,-1.155857628363224
ENSMUSG00000034868,Myl12b,0.8891168517095228,-1.3496589458230104
ENSMUSG00000024048,Myl12a,3.545960038379192,-1.0129951480324926
ENSMUSG00000024056,Ndc80,-0.0775492584457557,-1.0793055684577133
ENSMUSG00000036533,Cdc42ep3,1.0571567102943702,-1.3634984752647432
ENSMUSG00000036438,Calm2,1.7902938491558045,-1.5811290386603318
ENSMUSG00000024109,Nrxn1,-2.8738251364330325,-1.7746763487848023
ENSMUSG00000034265,Zdhhc14,-2.660899673314628,-1.816064064619315
ENSMUSG00000038141,Tmem181a,-1.622016816198616,-1.334333260307893
ENSMUSG00000023809,Rps6ka2,-2.6571283103115686,-2.343580180592838
ENSMUSG00000023861,Mpc1,-1.5678757784014499,-1.616703398065395
ENSMUSG00000023868,Pde10a,-1.2499520524321388,-0.4225484898192417
ENSMUSG00000023827,Agpat4,-0.2061211240781673,-1.2723589379600633
ENSMUSG00000023886,Smoc2,1.165345693979347,-0.7889636870917619
ENSMUSG00000023906,Cldn6,3.9007663515317472,-1.1546354105425325
ENSMUSG00000024158,Hagh,1.103612726077574,-1.6756452795879675
ENSMUSG00000048249,Crebrf,-2.1543373413133176,-1.9211047843876643
ENSMUSG00000040276,Pacsin1,-0.4959031460842154,-1.1978004306798222
ENSMUSG00000024013,Fgd2,1.4520300590534077,-0.8585112386859257
ENSMUSG00000024030,Abcg1,-0.3343115198191941,-0.8920332128761203
ENSMUSG00000024036,Slc37a1,0.2762430563535175,-1.1121262845395363
ENSMUSG00000041119,Pde9a,-0.7505448727869054,-1.2855939852744451
ENSMUSG00000007039,Ddah2,2.363005023353144,-1.6171703203311256
ENSMUSG00000039601,Rcan2,-1.1054227749906498,-0.9732636823450193
ENSMUSG00000035580,Kcnh8,-2.014520031221143,-0.7618119758117056
ENSMUSG00000002835,Chaf1a,2.4301401146326422,-0.17478047255431126
ENSMUSG00000001228,Uhrf1,1.9512062440955489,-0.5912668029087089
ENSMUSG00000039770,Ypel5,1.7485506894579528,-0.9470765579926672
ENSMUSG00000071042,Rasgrp3,0.5905011200921981,-0.3824265690218374
ENSMUSG00000024245,Tmem178,0.02724687751690653,-1.0293877714374953
ENSMUSG00000024247,Pkdcc,1.4126303798179862,-1.104517796218267
ENSMUSG00000032624,Eml4,-1.1563586740380227,-1.4520262739799714
ENSMUSG00000061130,Ppm1b,-1.6372139891695934,-1.7887739971853691
ENSMUSG00000036918,Ttc7,-1.8198354662979888,-1.3828973768005517
ENSMUSG00000024290,Rock1,-0.17796524681235631,-1.0577747515316775
ENSMUSG00000024304,Cdh2,-1.394204770960658,-1.037737917879028
ENSMUSG00000041923,Nol4,-3.713829250353765,-2.4187015317490825
ENSMUSG00000024268,Celf4,0.2558574693192041,-0.8779401882480323
ENSMUSG00000035984,Nme5,0.4868724932847539,-1.279655669482985
ENSMUSG00000024366,Gfra3,0.22362811540285293,-1.190234591896535
ENSMUSG00000044201,Cdc25c,-0.2216881081111665,-0.9991451068337398
ENSMUSG00000024486,Hbegf,-0.8803042863437655,-1.449143781335993
ENSMUSG00000024431,Nr3c1,-0.12264105514923833,-1.6120446946369045
ENSMUSG00000024501,Dpysl3,1.0068412360320234,-1.6495281603239065
ENSMUSG00000033022,Cdo1,1.9735208786421656,-0.8553505033051385
ENSMUSG00000039529,Atp8b1,-1.3887558438046763,-1.204909315656039
ENSMUSG00000024511,Rab27b,0.5245824775148455,-0.7039652931728647
ENSMUSG00000036223,Ska1,1.6732994819775289,-0.8290705280653811
ENSMUSG00000024548,Setbp1,-3.2753101143787924,-1.0878830071898051
ENSMUSG00000024553,Galr1,-0.7826984018338551,-1.0820149770570713
ENSMUSG00000046982,Tshz1,0.5622851227799202,-0.7557868799690776
ENSMUSG00000024404,Riok3,-0.04668380681653927,-0.7135134118884521
ENSMUSG00000024277,Mapre2,0.14644653889106185,-1.2912521747655838
ENSMUSG00000034295,Fhod3,-1.9577412435040693,-1.4414511592210146
ENSMUSG00000003779,Kif20a,2.1879209647778683,-0.4358298023142555
ENSMUSG00000039954,Stk32a,-1.8863790434026504,-0.3447938950365666
ENSMUSG00000024590,Lmnb1,1.0164240832956235,-0.6195975796324329
ENSMUSG00000024516,Sec11c,2.5305630612792545,-1.4579655464323789
ENSMUSG00000024544,Ldlrad4,-2.706889486694008,-1.9623205372502857
ENSMUSG00000036880,Acaa2,2.6778711215301545,-0.8584979233560247
ENSMUSG00000044646,Zbtb7c,-2.699922376005783,-2.8649291888863293
ENSMUSG00000058881,Zfp516,-0.1272378878318651,-1.0530067900802471
ENSMUSG00000024862,Klc2,0.3429354028203802,-1.3122796653053894
ENSMUSG00000024914,Drap1,0.10166619391635147,-0.4917201119816679
ENSMUSG00000024787,Snx15,1.6281868797653494,-0.9922475964699624
ENSMUSG00000024777,Ppp2r5b,2.5257840141013053,-1.0315307356550378
ENSMUSG00000052188,Gm14964,1.2042952748553315,-0.6312119195715914
ENSMUSG00000056629,Fkbp2,3.3261662629900837,-1.4805476340857626
ENSMUSG00000024660,Incenp,1.5952707457457422,-0.1910245743584076
ENSMUSG00000024742,Fen1,1.733054407607778,-1.0376415311967722
ENSMUSG00000024640,Psat1,3.570311900296516,-0.32698845533173265
ENSMUSG00000024867,Pip5k1b,-3.4213683798248287,-2.3211625371431865
ENSMUSG00000040929,Rfx3,-3.0208397190885634,-1.8114534702637235
ENSMUSG00000009378,Slc16a12,-2.483717628808127,-2.0836815992427367
ENSMUSG00000024803,Ankrd1,-0.12239064991873032,-0.33211330799619193
ENSMUSG00000055044,Pdlim1,1.5577929853977883,-0.8197288360475531
ENSMUSG00000061132,Blnk,0.3565551912977784,-1.156211612016513
ENSMUSG00000025020,Slit1,-1.463214722883475,-1.5717482553229767
ENSMUSG00000025196,Cpn1,1.9482842313304816,-0.9054187903734044
ENSMUSG00000043531,Sorcs1,-5.04382103237382,-2.1556758561310247
ENSMUSG00000025089,Gfra1,-1.3342099308524793,-1.1037272155667983
ENSMUSG00000083282,Ctsf,2.9317207836280463,-0.27983872067473703
ENSMUSG00000056612,Ppp1r14b,4.357426326553154,0.022606634602565446
ENSMUSG00000024968,Rcor2,1.6932385525659257,-0.7711419764880145
ENSMUSG00000024743,Syt7,-0.8198328395168177,-1.664881139536991
ENSMUSG00000039126,Prune2,-1.3373067844509212,-1.5029908559010068
ENSMUSG00000024750,Zfand5,0.4978167744768078,-1.7635238113018956
ENSMUSG00000024897,Apba1,-3.5923135844843213,-2.074205104956094
ENSMUSG00000024921,Smarca2,-0.5593376531602877,-1.0061065966635279
ENSMUSG00000052595,A1cf,0.04600102918416426,-0.4253731853419171
ENSMUSG00000024899,Papss2,0.5395797039590736,-0.04390990663526244
ENSMUSG00000054200,Ffar4,2.220989715469363,-0.6742572948326194
ENSMUSG00000025001,Hells,0.5871388801786446,-0.35343872843486074
ENSMUSG00000042532,Golga7b,-0.1390614955927655,-1.1796141601910928
ENSMUSG00000025036,Sfxn2,0.5523788500100644,-1.201105184034179
ENSMUSG00000025068,Gsto1,2.053919029271966,-1.1400797133801095
ENSMUSG00000025025,Mxi1,-0.9339098251479196,-1.2482073667091569
ENSMUSG00000024985,Tcf7l2,-1.4816872987568266,-0.9391552534657028
ENSMUSG00000025075,Habp2,1.1654859927439472,-0.4479986487005155
ENSMUSG00000045319,Proser2,1.418713932508308,-0.9747184295423822
ENSMUSG00000002107,Celf2,-2.8741551463151414,-1.8355970596530164
ENSMUSG00000063275,Hacd1,-0.3126934190135082,-1.5466997098966162
ENSMUSG00000026737,Pip4k2a,-2.060224560839488,-1.4396613774547051
ENSMUSG00000087196,Gm13373,-0.06519568637170624,-0.8639080403219407
ENSMUSG00000079502,Cfap77,-0.4443106933954093,-0.8914015115285013
ENSMUSG00000026825,Dnm1,-0.8207203726934318,-1.2412296284223998
ENSMUSG00000026797,Stxbp1,-0.1621709018158265,-0.94565454678267
ENSMUSG00000038765,Lmx1b,-1.899953298292804,-1.4187039979173783
ENSMUSG00000026832,Cytip,0.4599055096719396,-0.4783128856965489
ENSMUSG00000026834,Acvr1c,-0.02075061388428951,-0.6218753829143727
ENSMUSG00000035000,Dpp4,-0.6096501148665779,-0.6286484907871233
ENSMUSG00000057182,Scn3a,-1.2563469613057383,-1.8808171720399247
ENSMUSG00000075316,Scn9a,-1.4124347702232258,-2.1779924953986103
ENSMUSG00000005233,Spc25,2.225480613672077,-0.8151468762645157
ENSMUSG00000027010,Slc25a12,-0.5594254928612683,-1.2255470605059264
ENSMUSG00000075284,Wipf1,-2.8026106586918416,-2.3398042874250002
ENSMUSG00000034701,Neurod1,1.650834372943818,-0.9169629355561948
ENSMUSG00000059173,Pde1a,-2.2803513935511366,-1.3005138528719031
ENSMUSG00000027004,Frzb,1.763874800787331,-0.1022202547411244
ENSMUSG00000023224,Serping1,0.5705409945657343,-1.1375304902836134
ENSMUSG00000040687,Madd,-0.5865556384508508,-1.3772614042896576
ENSMUSG00000027230,Creb3l1,0.5249637892202712,-1.3859853143789165
ENSMUSG00000068742,Cry2,-0.3023417812549641,-1.055225336912101
ENSMUSG00000012350,Ehf,0.04719050540475734,-1.1923752506017715
ENSMUSG00000027187,Cat,1.6702576774862592,-0.525441017445577
ENSMUSG00000005973,Rcn1,3.8100156340935563,0.19373582249333093
ENSMUSG00000086029,Pax6os1,-2.6437812773037206,-2.3744879873631697
ENSMUSG00000027167,Elp4,-0.9680983723118916,-1.0315872084273228
ENSMUSG00000023236,Scg5,0.4232226183900084,-1.356544130762221
ENSMUSG00000027210,Meis2,-1.160945828682592,-0.7413481638316654
ENSMUSG00000023216,Epb42,2.3264522266992564,-0.3024512126233043
ENSMUSG00000033256,Shf,0.21712831522563475,-1.452210576689255
ENSMUSG00000027360,Hdc,-0.3864601467185769,-0.09777471966530364
ENSMUSG00000079056,Kcnip3,-1.0061994158327936,-1.1995964477672083
ENSMUSG00000048327,Ckap2l,1.6975105718087409,-0.6680099456353707
ENSMUSG00000037376,Trmt6,-0.6314957704073441,-1.7996395572682067
ENSMUSG00000086171,Pcsk2os1,1.738461814769856,-0.5565825654150423
ENSMUSG00000037279,Ovol2,0.12117876482354906,-1.0965915013068694
ENSMUSG00000027434,Nkx2-2,-2.56129513583631,-1.1687492589670192
ENSMUSG00000086141,9030622O22Rik,-4.472117474190918,-1.6792333569725324
ENSMUSG00000027490,E2f1,0.3778887111002753,-0.5580594848558196
ENSMUSG00000037820,Tgm2,1.9681932228192358,-0.7130242793676257
ENSMUSG00000053141,Ptprt,-3.5391055025602003,-2.175481999297684
ENSMUSG00000018211,Wfdc15b,1.0734656985374742,-0.627392062847775
ENSMUSG00000006800,Sulf2,-0.3684672181726311,-0.9720420735996992
ENSMUSG00000039621,Prex1,-1.370971541610471,-1.3072508572173045
ENSMUSG00000027544,Nfatc2,-1.4785169512139875,-1.4042011565326966
ENSMUSG00000027496,Aurka,2.2820349289983413,-0.39993544909627204
ENSMUSG00000008999,Bmp7,1.4392682962373915,-0.8762554094547524
ENSMUSG00000038400,Pmepa1,-0.28319225054512426,-1.4678947514186906
ENSMUSG00000026643,Nmt2,-0.6270319731313412,-1.4776705397504506
ENSMUSG00000026655,Fam107b,-0.9136309969131252,-1.4173933698437855
ENSMUSG00000048186,Bend7,-0.4201423751117228,-0.7146914709080677
ENSMUSG00000026728,Vim,4.0626983006817285,-0.8316201002384878
ENSMUSG00000023094,Msrb2,1.1442881501849886,-1.4908175349111763
ENSMUSG00000015094,Npdc1,1.4145416708587872,-1.7832848872826608
ENSMUSG00000026833,Olfm1,2.9175483605593326,-0.8292506199107464
ENSMUSG00000026807,Ak8,-0.7132563056101676,-1.0868987751779318
ENSMUSG00000062661,Ncs1,0.4715765859926426,-1.0206748122472566
ENSMUSG00000076441,Ass1,2.5108399109045343,-1.1775835886505586
ENSMUSG00000059013,Sh2d3c,1.737568518595883,-1.0724910667535912
ENSMUSG00000038900,Rpl12,3.767321360981264,-1.3241267574447062
ENSMUSG00000057110,Cntrl,-0.41203258392822456,-1.2887360821126033
ENSMUSG00000026749,Nek6,0.6970802220920891,-0.982120316669968
ENSMUSG00000026764,Kif5c,-0.1888475772264012,-1.6773537212584049
ENSMUSG00000036053,Fmnl2,-3.1686578622155506,-1.864266841868816
ENSMUSG00000026827,Gpd2,-0.06459722675429552,-1.3714351836710676
ENSMUSG00000027035,Cers6,-2.2434136198566965,-1.148338597556198
ENSMUSG00000005232,G6pc2,1.6069884835035928,-0.0013883983452756725
ENSMUSG00000027018,Hat1,0.8571900141782297,-0.8213611831218576
ENSMUSG00000049044,Rapgef4,-3.648289816945594,-2.169708164673481
ENSMUSG00000070866,Zfp804a,-2.784270210235306,-1.6551332106304657
ENSMUSG00000027220,Syt13,1.66155799957746,-0.5471081013073809
ENSMUSG00000068735,Trp53i11,1.5073317947838392,-1.2146792996677651
ENSMUSG00000027188,Pamr1,0.4312135069709297,-0.3113471593539663
ENSMUSG00000027186,Elf5,0.4101932320033756,-0.8897249155076483
ENSMUSG00000027168,Pax6,0.3726251512943824,-0.596794323696904
ENSMUSG00000042670,Immp1l,0.9830391408303636,-1.2512673176278022
ENSMUSG00000048482,Bdnf,2.8055093634902817,-0.022598081800143832
ENSMUSG00000050199,Lgr4,-0.8366432356508535,-1.248126350922457
ENSMUSG00000027160,Ccdc34,1.7784671001058825,-1.3468018053244202
ENSMUSG00000086308,G630016G05Rik,-1.3790696646205611,-1.5140720410735216
ENSMUSG00000040084,Bub1b,1.1556606959696052,-1.095960852821834
ENSMUSG00000074923,Pak6,-0.4172817194220442,-0.9897315794100509
ENSMUSG00000027332,Ivd,-0.40169552690411375,-0.624768659852904
ENSMUSG00000027315,Spint1,1.2616268849061745,-0.9758657321825264
ENSMUSG00000027306,Nusap1,0.6420383563359184,-0.4275326603369701
ENSMUSG00000027248,Pdia3,2.531409740329686,-0.7735305066318786
ENSMUSG00000027203,Dut,3.1024921074658667,-0.4121493836190685
ENSMUSG00000027207,Galk2,0.30400573381818224,-0.7755181751648658
ENSMUSG00000027330,Cdc25b,0.4963553607549499,-1.3240631600912929
ENSMUSG00000039943,Plcb4,-1.5094207085929878,-1.2396134166282105
ENSMUSG00000027273,Snap25,-1.9736441946577392,-1.9183197379235912
ENSMUSG00000027419,Pcsk2,-0.6078768443541642,-0.6159814855352372
ENSMUSG00000027430,Dtd1,0.52166858388951,-0.9238501796413324
ENSMUSG00000027469,Tpx2,1.0440543764666406,-0.8655475144121262
ENSMUSG00000038533,Cbfa2t2,-1.7325678690302921,-1.0472432983256783
ENSMUSG00000038375,Trp53inp2,-0.6508385515862161,-1.6314673629927312
ENSMUSG00000027642,Rpn2,1.3533213161467128,-1.4198025462015416
ENSMUSG00000067786,Nnat,0.9852980739938516,-0.980120189241122
ENSMUSG00000070544,Top1,0.8322593313918915,-1.1246750156942915
ENSMUSG00000017943,Gdap1l1,3.064020079952637,-0.3587379482327633
ENSMUSG00000017007,Rbpjl,-0.0013622223151888006,-0.6478491939092796
ENSMUSG00000017897,Eya2,-0.7702869855865476,-0.40515188184671336
ENSMUSG00000006418,Rnf114,0.257051761259979,-1.1302342917299941
ENSMUSG00000047907,Tshz2,-1.523962009587805,-1.5118587211887962
ENSMUSG00000027495,Fam210b,0.22182847092949226,-1.5070502160403654
ENSMUSG00000039263,Npepl1,3.800846874138825,-0.8028864498113023
ENSMUSG00000027523,Gnas,0.8965327304076103,-1.6608029676806368
ENSMUSG00000039050,Osbpl2,0.00954823075370748,-0.9628190063781182
ENSMUSG00000027570,Col9a3,3.2271295195376,-0.3254217953112912
ENSMUSG00000010505,Myt1,-0.5876037829246352,-0.7669355901524251
ENSMUSG00000027589,Pcmtd2,0.6659123118126579,-1.5951900074966516
ENSMUSG00000102979,Gm37350,0.40494321023154217,-0.9187406445073591
ENSMUSG00000039519,Cyp7b1,-2.0081557009332585,-1.5225602912426541
ENSMUSG00000011463,Cpb1,1.8685857252729183,-1.1434830952714026
ENSMUSG00000063887,Nlgn1,-3.9977886243260876,-2.7487143289763627
ENSMUSG00000069072,Slc7a14,-2.080568159842444,-1.429081750839839
ENSMUSG00000027674,Pex5l,-2.624629033126913,-1.531284789417035
ENSMUSG00000027712,Anxa5,3.1749800529245698,-0.7832589345503256
ENSMUSG00000061143,Maml3,-3.944426785994251,-1.985177013754508
ENSMUSG00000034109,Golim4,-0.23422482163423805,-0.9112551063175964
ENSMUSG00000033981,Gria2,0.4242839629575677,-0.2604667190963014
ENSMUSG00000028066,Pmf1,3.0481326060642635,-0.022654033399864184
ENSMUSG00000028063,Lmna,0.2341355798205935,-0.707034009044355
ENSMUSG00000068923,Syt11,0.2024100264760624,-1.34047783874701
ENSMUSG00000042766,Trim46,-1.0784516010059615,-1.3962566626324489
ENSMUSG00000028139,Riiad1,-0.3882863677828653,-1.895731814153352
ENSMUSG00000053398,Phgdh,3.6974548496732575,-0.8684704222593517
ENSMUSG00000046213,Cym,2.134533255690304,-0.7159033550802752
ENSMUSG00000040412,5330417C22Rik,-1.6679805431215768,-1.135107455853794
ENSMUSG00000032826,Ank2,-1.9403036893916927,-0.9184519589639574
ENSMUSG00000027984,Hadh,4.3338667426042585,-1.4996712736102582
ENSMUSG00000040998,Npnt,0.940839057177144,-1.1996080535374254
ENSMUSG00000028266,Lmo4,2.322219271999581,-1.0643332196572268
ENSMUSG00000039131,Gipc2,0.17590664664839806,-1.3089870847216647
ENSMUSG00000039037,St6galnac5,-1.295175886199415,-0.5770580590754124
ENSMUSG00000027500,Stmn2,1.350319416056554,0.7625920742766769
ENSMUSG00000027692,Tnik,-3.2842058687052886,-2.8694622612777945
ENSMUSG00000027690,Slc2a2,1.3945626979328871,-0.2014319829387689
ENSMUSG00000037625,Cldn11,2.0871017836509203,-0.7173584504303909
ENSMUSG00000037610,Kcnmb2,-3.0924128174255188,-2.0864930580454657
ENSMUSG00000025757,Hspa4l,1.6861359455022114,-0.979169435785776
ENSMUSG00000023087,Noct,-0.2743179239127881,-0.7814822225166659
ENSMUSG00000044167,Foxo1,-0.24463334933250624,-0.9607744730890746
ENSMUSG00000027801,Tm4sf4,2.5034268223177283,-0.4530100841563116
ENSMUSG00000027765,P2ry1,0.28114057178162555,-1.153685047829414
ENSMUSG00000034640,Tiparp,-1.1370726799113793,-1.7053897496243131
ENSMUSG00000048416,Mlf1,0.2204830094433048,-1.2603750559844984
ENSMUSG00000034349,Smc4,1.1979549185889422,-0.3917717254394079
ENSMUSG00000027834,Serpini1,-0.2823278628941283,-1.2711980266614205
ENSMUSG00000005640,Insrr,-2.436117944030489,-1.3900747578081134
ENSMUSG00000028047,Thbs3,-0.7939145298335103,-1.4717549887568868
ENSMUSG00000042784,Muc1,3.5040733205659267,-0.4464239529630232
ENSMUSG00000041959,S100a10,3.2058911314490404,-0.5797058977266387
ENSMUSG00000028150,Rorc,1.0648968425568184,-1.4999287998509558
ENSMUSG00000028137,Celf3,2.285638988531854,-0.494134820278232
ENSMUSG00000068874,Selenbp1,1.833563482913356,-0.7975954828009522
ENSMUSG00000027878,Notch2,-0.6065850878518618,-2.0182129343029227
ENSMUSG00000051076,Vtcn1,-0.5582458921388582,-0.9284371379191042
ENSMUSG00000042035,Igsf3,0.9994287096370223,-0.9243520226543522
ENSMUSG00000028121,Bcar3,-0.243351456476499,-1.4090809247770673
ENSMUSG00000027971,Ndst4,-2.766558384374914,-1.2764256154826483
ENSMUSG00000027997,Casp6,2.73249390190918,-0.8751296925341832
ENSMUSG00000044365,Cxxc4,1.4703743396885576,-0.3955798113562705
ENSMUSG00000045328,Cenpe,0.8199200619760871,-0.8943775794741821
ENSMUSG00000028161,Ppp3ca,-0.4872708942414264,-0.5671045298014518
ENSMUSG00000046818,Ddit4l,2.0027927508871093,-0.8860948139935726
ENSMUSG00000028152,Tspan5,-1.3105522306449329,-1.2322640428000762
ENSMUSG00000059921,Unc5c,-3.807792665513968,-2.543493903887033
ENSMUSG00000036745,Ttll7,0.22291683843057888,-1.087122519944658
ENSMUSG00000039047,Pigk,-1.4070238071582029,-1.4822173979772075
ENSMUSG00000040016,Ptger3,-0.4003813680039531,-1.4396094690295609
ENSMUSG00000041261,Car8,0.118048542975326,-1.2897738077293637
ENSMUSG00000040387,Klhl32,-0.7066685065752,-0.2734865490317593
ENSMUSG00000028413,B4galt1,-0.8739272338258645,-1.4528140087491912
ENSMUSG00000028439,Fam219a,-2.5270397243909914,-2.03673173499086
ENSMUSG00000028444,Cntfr,2.3393841602703644,-0.5700807033191966
ENSMUSG00000035551,Igfbpl1,0.9544999564771496,-1.066607274689595
ENSMUSG00000039809,Gabbr2,-3.1465691788705423,-1.6265352897834715
